target_unit,target_head,correct_element,lexical_category,subcategory,source_target,error_variant,error_type,learner_sentence,correct_sentence,comment,source_error
umpire,umpire,,similar_words,,statistics,,,,,,REALEC
humane/treat/cure/heal,humane,,similar_words,,statistics,,,,,,REALEC
prescription рецепт врача,prescription,,similar_words,,statistics,,,,,,REALEC
a doctor’s prescription; a,a,,similar_words,,statistics,,,,,,REALEC
prescription for sedatives,prescription,for,similar_words,,statistics,,,,,,REALEC
These drugs are only,these,,similar_words,,statistics,,,,,,REALEC
available on prescription,available,on,similar_words,,statistics,,,,,,REALEC
recipe,recipe,,similar_words,,statistics,,,,,,REALEC
Do you know a good recipe,do,,similar_words,,statistics,,,,,,REALEC
for wholemeal bread,for,for,similar_words,,statistics,,,,,,REALEC
be a recipe for disaster/,be,for,similar_words,,statistics,,,,,,REALEC
trouble/success,trouble,,similar_words,,statistics,,,,,,REALEC
Large-scale inflation is a,large,,similar_words,,statistics,,,,,,REALEC
recipe for disaster,recipe,for,similar_words,,statistics,,,,,,REALEC
human,human,,similar_words,,statistics,,,,,,REALEC
a human life/body/remains/,a,,similar_words,,statistics,,,,,,REALEC
being/error,being,,similar_words,,statistics,,,,,,REALEC
The human body is composed,the,,similar_words,,statistics,,,,,,REALEC
of about 60% water,of,of about,similar_words,,statistics,,,,,,REALEC
humane,humane,,similar_words,,statistics,,,,,,REALEC
The humane way of dealing,the,of,similar_words,,statistics,,,,,,REALEC
with a suffering animal is to,with,with to,similar_words,,statistics,,,,,,REALEC
kill it quickly,kill,,similar_words,,statistics,,,,,,REALEC
treat,treat,,similar_words,,statistics,,,,,,REALEC
He is being treated for a rare,he,for,similar_words,,statistics,,,,,,REALEC
skin disease,skin,,similar_words,,statistics,,,,,,REALEC
He treated his wife very,he,,similar_words,,statistics,,,,,,REALEC
badly,badly,,similar_words,,statistics,,,,,,REALEC
Please treat this matter as,please,,similar_words,,statistics,,,,,,REALEC
urgent,urgent,,similar_words,,statistics,,,,,,REALEC
cure,cure,,similar_words,,statistics,,,,,,REALEC
In the past doctors couldn’t,in,in,similar_words,,statistics,,,,,,REALEC
cure tuberculosis/cure,cure,,similar_words,,statistics,,,,,,REALEC
people of tuberculosis,people,of,similar_words,,statistics,,,,,,REALEC
heal,heal,,similar_words,,statistics,,,,,,REALEC
The wounds were gradually,the,,similar_words,,statistics,,,,,,REALEC
healing (up),healing,up,similar_words,,statistics,,,,,,REALEC
A broken heart takes a long,a,,similar_words,,statistics,,,,,,REALEC
time to heal,time,to,similar_words,,statistics,,,,,,REALEC
Vitamin K is needed for,vitamin,for,similar_words,,statistics,,,,,,REALEC
healing cuts,healing,,similar_words,,statistics,,,,,,REALEC
the healing properties of,the,of,similar_words,,statistics,,,,,,REALEC
plants,plants,,similar_words,,statistics,,,,,,REALEC
My parents,my,,similar_words,,statistics,,,,,,REALEC
us all the same when we,us,,similar_words,,statistics,,,,,,REALEC
were kids,were,,similar_words,,statistics,,,,,,REALEC
brain is much bigger than that of a,brain,of,similar_words,,statistics,,,,,,REALEC
chimpanzee,chimpanzee,,similar_words,,statistics,,,,,,REALEC
Doctors have learned to,doctors,to,similar_words,,statistics,,,,,,REALEC
many formerly,many,,similar_words,,statistics,,,,,,REALEC
fatal diseases,fatal,,similar_words,,statistics,,,,,,REALEC
Could you give me a,could,,similar_words,,statistics,,,,,,REALEC
for your apple pie,for,for,similar_words,,statistics,,,,,,REALEC
I don’t support the death penalty because it is not,i,,similar_words,,statistics,,,,,,REALEC
to kill people,to,to,similar_words,,statistics,,,,,,REALEC
In this hospital patients are,in,in,similar_words,,statistics,,,,,,REALEC
with a,with,with,similar_words,,statistics,,,,,,REALEC
combination of medication and exercise,combination,of,similar_words,,statistics,,,,,,REALEC
The doctor gave me a,the,,similar_words,,statistics,,,,,,REALEC
for a new,for,for,similar_words,,statistics,,,,,,REALEC
medicine,medicine,,similar_words,,statistics,,,,,,REALEC
My wound has already,my,,similar_words,,statistics,,,,,,REALEC
sensible/sensitive,sensible,,similar_words,,statistics,,,,,,REALEC
annoyed/anxious/frustrated/nervous,annoyed,,similar_words,,statistics,,,,,,REALEC
prescription,prescription,,similar_words,,statistics,,,,,,REALEC
treat (2),treat,,similar_words,,statistics,,,,,,REALEC
sincere,sincere,,similar_words,,statistics,,,,,,REALEC
Не is a modest and sincere,is,,similar_words,,statistics,,,,,,REALEC
man,man,,similar_words,,statistics,,,,,,REALEC
sincere apologies,sincere,,similar_words,,statistics,,,,,,REALEC
